state,year,month,nothing,D0,D1,D2,D3,D4
NH,06,10,100.0,0.0,0.0,0.0,0.0,0.0
NH,06,11,100.0,0.0,0.0,0.0,0.0,0.0
NH,06,12,100.0,0.0,0.0,0.0,0.0,0.0
NH,07,01,100.0,0.0,0.0,0.0,0.0,0.0
NH,07,02,100.0,0.0,0.0,0.0,0.0,0.0
NH,07,03,100.0,0.0,0.0,0.0,0.0,0.0
NH,07,04,100.0,0.0,0.0,0.0,0.0,0.0
NH,07,05,100.0,0.0,0.0,0.0,0.0,0.0
NH,07,06,100.0,0.0,0.0,0.0,0.0,0.0
NH,07,07,94.9,5.1,0.0,0.0,0.0,0.0
NH,07,08,92.3,7.7,0.0,0.0,0.0,0.0
NH,07,09,99.4,0.6,0.0,0.0,0.0,0.0
NH,07,10,71.6,28.4,0.0,0.0,0.0,0.0
NH,07,11,100.0,0.0,0.0,0.0,0.0,0.0
NH,07,12,100.0,0.0,0.0,0.0,0.0,0.0
NH,08,01,100.0,0.0,0.0,0.0,0.0,0.0
NH,08,02,100.0,0.0,0.0,0.0,0.0,0.0
NH,08,03,100.0,0.0,0.0,0.0,0.0,0.0
NH,08,04,100.0,0.0,0.0,0.0,0.0,0.0
NH,08,05,100.0,0.0,0.0,0.0,0.0,0.0
NH,08,06,47.7,52.3,0.0,0.0,0.0,0.0
NH,08,07,100.0,0.0,0.0,0.0,0.0,0.0
NH,08,08,100.0,0.0,0.0,0.0,0.0,0.0
NH,08,09,100.0,0.0,0.0,0.0,0.0,0.0
NH,08,10,100.0,0.0,0.0,0.0,0.0,0.0
NH,08,11,100.0,0.0,0.0,0.0,0.0,0.0
NH,08,12,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,01,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,02,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,03,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,04,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,05,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,06,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,07,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,08,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,09,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,10,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,11,100.0,0.0,0.0,0.0,0.0,0.0
NH,09,12,100.0,0.0,0.0,0.0,0.0,0.0
NH,10,01,100.0,0.0,0.0,0.0,0.0,0.0
NH,10,02,100.0,0.0,0.0,0.0,0.0,0.0
NH,10,03,100.0,0.0,0.0,0.0,0.0,0.0
NH,10,04,100.0,0.0,0.0,0.0,0.0,0.0
NH,10,05,100.0,0.0,0.0,0.0,0.0,0.0
NH,10,06,80.0,20.0,0.0,0.0,0.0,0.0
NH,10,07,87.0,13.0,0.0,0.0,0.0,0.0
NH,10,08,52.4,47.6,0.0,0.0,0.0,0.0
NH,10,09,44.9,55.1,6.5,0.0,0.0,0.0
NH,10,10,71.3,28.7,0.0,0.0,0.0,0.0
NH,10,11,100.0,0.0,0.0,0.0,0.0,0.0
NH,10,12,100.0,0.0,0.0,0.0,0.0,0.0
NH,11,01,100.0,0.0,0.0,0.0,0.0,0.0
NH,11,02,83.4,16.6,0.0,0.0,0.0,0.0
NH,11,03,96.7,3.3,0.0,0.0,0.0,0.0
NH,11,04,100.0,0.0,0.0,0.0,0.0,0.0
NH,11,05,100.0,0.0,0.0,0.0,0.0,0.0
NH,11,06,100.0,0.0,0.0,0.0,0.0,0.0
NH,11,07,88.9,11.1,0.0,0.0,0.0,0.0
NH,11,08,87.1,12.9,0.0,0.0,0.0,0.0
NH,11,09,100.0,0.0,0.0,0.0,0.0,0.0
NH,11,10,100.0,0.0,0.0,0.0,0.0,0.0
NH,11,11,100.0,0.0,0.0,0.0,0.0,0.0
NH,11,12,99.9,0.1,0.0,0.0,0.0,0.0
NH,12,01,94.3,5.7,0.0,0.0,0.0,0.0
NH,12,02,84.0,16.0,0.0,0.0,0.0,0.0
NH,12,03,57.7,42.3,0.0,0.0,0.0,0.0
NH,12,04,0.0,100.0,61.6,0.3,0.0,0.0
NH,12,05,11.5,88.5,31.5,0.0,0.0,0.0
NH,12,06,99.7,0.3,0.0,0.0,0.0,0.0
NH,12,07,83.0,17.0,0.6,0.0,0.0,0.0
NH,12,08,81.6,18.4,0.8,0.0,0.0,0.0
NH,12,09,93.4,6.6,0.0,0.0,0.0,0.0
NH,12,10,100.0,0.0,0.0,0.0,0.0,0.0
NH,12,11,91.9,8.1,0.0,0.0,0.0,0.0
NH,12,12,67.7,32.3,0.0,0.0,0.0,0.0
NH,13,01,67.7,32.3,0.0,0.0,0.0,0.0
NH,13,02,70.4,29.6,0.0,0.0,0.0,0.0
NH,13,03,71.2,28.8,0.0,0.0,0.0,0.0
NH,13,04,54.3,45.7,0.0,0.0,0.0,0.0
NH,13,05,12.8,87.2,25.3,0.0,0.0,0.0
NH,13,06,85.6,14.4,0.0,0.0,0.0,0.0
NH,13,07,100.0,0.0,0.0,0.0,0.0,0.0
NH,13,08,100.0,0.0,0.0,0.0,0.0,0.0
NH,13,09,100.0,0.0,0.0,0.0,0.0,0.0
NH,13,10,98.2,1.8,0.0,0.0,0.0,0.0
NH,13,11,67.3,32.7,4.9,0.0,0.0,0.0
NH,13,12,57.6,42.4,9.8,0.0,0.0,0.0
NH,14,01,62.4,37.6,4.6,0.0,0.0,0.0
NH,14,02,79.2,20.8,0.0,0.0,0.0,0.0
NH,14,03,96.7,3.3,0.0,0.0,0.0,0.0
NH,14,04,97.0,3.0,0.0,0.0,0.0,0.0
NH,14,05,100.0,0.0,0.0,0.0,0.0,0.0
NH,14,06,97.0,3.0,0.0,0.0,0.0,0.0
NH,14,07,88.2,11.8,0.0,0.0,0.0,0.0
NH,14,08,93.6,6.4,0.0,0.0,0.0,0.0
NH,14,09,89.2,10.8,0.0,0.0,0.0,0.0
NH,14,10,33.8,66.2,0.0,0.0,0.0,0.0
NH,14,11,71.5,28.5,0.0,0.0,0.0,0.0
NH,14,12,87.8,12.2,0.0,0.0,0.0,0.0
NH,15,01,100.0,0.0,0.0,0.0,0.0,0.0
NH,15,02,100.0,0.0,0.0,0.0,0.0,0.0
NH,15,03,90.8,9.2,0.0,0.0,0.0,0.0
NH,15,04,37.2,62.8,0.0,0.0,0.0,0.0
NH,15,05,8.2,91.8,34.1,0.0,0.0,0.0
NH,15,06,34.2,65.8,40.3,0.0,0.0,0.0
NH,15,07,85.8,14.2,0.0,0.0,0.0,0.0
NH,15,08,61.0,39.0,0.0,0.0,0.0,0.0
NH,15,09,32.5,67.5,10.5,0.0,0.0,0.0
NH,15,10,76.4,23.6,14.9,0.0,0.0,0.0
NH,15,11,64.4,35.6,14.9,0.0,0.0,0.0
NH,15,12,51.5,48.5,14.9,0.0,0.0,0.0
NH,16,01,50.3,49.7,14.9,0.0,0.0,0.0
NH,16,02,50.6,49.4,14.7,0.0,0.0,0.0
NH,16,03,86.1,13.9,0.0,0.0,0.0,0.0
NH,16,04,86.5,13.4,0.0,0.0,0.0,0.0
NH,16,05,62.2,37.8,0.0,0.0,0.0,0.0
NH,16,06,23.7,76.3,23.7,0.0,0.0,0.0
NH,16,07,19.4,80.6,41.6,16.1,0.0,0.0
NH,16,08,26.0,74.0,37.6,20.3,3.6,0.0
NJ,00,01,100.0,0.0,0.0,0.0,0.0,0.0
NJ,00,02,100.0,0.0,0.0,0.0,0.0,0.0
NJ,00,03,100.0,0.0,0.0,0.0,0.0,0.0
NJ,00,04,100.0,0.0,0.0,0.0,0.0,0.0
NJ,00,05,100.0,0.0,0.0,0.0,0.0,0.0
NJ,00,06,100.0,0.0,0.0,0.0,0.0,0.0
NJ,00,07,100.0,0.0,0.0,0.0,0.0,0.0
NJ,00,08,100.0,0.0,0.0,0.0,0.0,0.0
NJ,00,09,100.0,0.0,0.0,0.0,0.0,0.0
NJ,00,10,100.0,0.0,0.0,0.0,0.0,0.0
NJ,00,11,75.0,25.0,0.0,0.0,0.0,0.0
NJ,00,12,100.0,0.0,0.0,0.0,0.0,0.0
NJ,01,01,100.0,0.0,0.0,0.0,0.0,0.0
NJ,01,02,100.0,0.0,0.0,0.0,0.0,0.0
NJ,01,03,100.0,0.0,0.0,0.0,0.0,0.0
NJ,01,04,100.0,0.0,0.0,0.0,0.0,0.0
NJ,01,05,20.0,80.0,38.5,0.0,0.0,0.0
NJ,01,06,100.0,0.0,0.0,0.0,0.0,0.0
NJ,01,07,100.0,0.0,0.0,0.0,0.0,0.0
NJ,01,08,81.3,18.7,0.0,0.0,0.0,0.0
NJ,01,09,31.0,69.0,0.1,0.0,0.0,0.0
NJ,01,10,29.8,70.2,20.0,0.0,0.0,0.0
NJ,01,11,0.0,100.0,100.0,0.0,0.0,0.0
NJ,01,12,0.0,100.0,100.0,35.0,0.0,0.0
NJ,02,01,0.0,100.0,100.0,69.2,0.0,0.0
NJ,02,02,0.0,100.0,100.0,99.4,47.1,0.0
NJ,02,03,0.0,100.0,100.0,100.0,93.2,0.0
NJ,02,04,0.0,100.0,100.0,97.7,70.0,0.0
NJ,02,05,0.0,100.0,97.1,83.8,1.0,0.0
NJ,02,06,3.7,96.3,64.2,16.7,0.0,0.0
NJ,02,07,1.4,98.6,69.7,28.4,0.2,0.0
NJ,02,08,0.0,100.0,94.3,73.3,23.6,0.4
NJ,02,09,0.0,100.0,95.3,61.2,1.4,0.0
NJ,02,10,2.7,97.3,79.2,30.4,8.1,0.0
NJ,02,11,29.8,70.2,8.5,0.0,0.0,0.0
NJ,02,12,83.5,16.5,0.0,0.0,0.0,0.0
NJ,03,01,100.0,0.0,0.0,0.0,0.0,0.0
NJ,03,02,100.0,0.0,0.0,0.0,0.0,0.0
NJ,03,03,100.0,0.0,0.0,0.0,0.0,0.0
NJ,03,04,100.0,0.0,0.0,0.0,0.0,0.0
NJ,03,05,100.0,0.0,0.0,0.0,0.0,0.0
NJ,03,06,100.0,0.0,0.0,0.0,0.0,0.0
NJ,03,07,100.0,0.0,0.0,0.0,0.0,0.0
NJ,03,08,100.0,0.0,0.0,0.0,0.0,0.0
NJ,03,09,100.0,0.0,0.0,0.0,0.0,0.0
NJ,03,10,100.0,0.0,0.0,0.0,0.0,0.0
NJ,03,11,100.0,0.0,0.0,0.0,0.0,0.0
NJ,03,12,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,01,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,02,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,03,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,04,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,05,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,06,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,07,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,08,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,09,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,10,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,11,100.0,0.0,0.0,0.0,0.0,0.0
NJ,04,12,100.0,0.0,0.0,0.0,0.0,0.0
NJ,05,01,100.0,0.0,0.0,0.0,0.0,0.0
NJ,05,02,100.0,0.0,0.0,0.0,0.0,0.0
NJ,05,03,100.0,0.0,0.0,0.0,0.0,0.0
NJ,05,04,100.0,0.0,0.0,0.0,0.0,0.0
NJ,05,05,100.0,0.0,0.0,0.0,0.0,0.0
NJ,05,06,78.6,21.4,0.0,0.0,0.0,0.0
NJ,05,07,93.6,6.4,0.0,0.0,0.0,0.0
NJ,05,08,92.3,7.7,0.0,0.0,0.0,0.0
NJ,05,09,0.0,100.0,69.0,0.0,0.0,0.0
NJ,05,10,69.5,30.5,25.0,0.0,0.0,0.0
NJ,05,11,100.0,0.0,0.0,0.0,0.0,0.0
NJ,05,12,100.0,0.0,0.0,0.0,0.0,0.0
NJ,06,01,100.0,0.0,0.0,0.0,0.0,0.0
NJ,06,02,100.0,0.0,0.0,0.0,0.0,0.0
NJ,06,03,50.0,50.0,0.0,0.0,0.0,0.0
NJ,06,04,3.5,96.5,9.3,0.0,0.0,0.0
NJ,06,05,21.5,78.5,0.0,0.0,0.0,0.0
NJ,06,06,73.6,26.4,0.0,0.0,0.0,0.0
NJ,06,07,100.0,0.0,0.0,0.0,0.0,0.0
NJ,06,08,90.0,10.0,0.0,0.0,0.0,0.0
NJ,06,09,100.0,0.0,0.0,0.0,0.0,0.0
NJ,06,10,100.0,0.0,0.0,0.0,0.0,0.0
NJ,06,11,100.0,0.0,0.0,0.0,0.0,0.0
NJ,06,12,100.0,0.0,0.0,0.0,0.0,0.0
NJ,07,01,100.0,0.0,0.0,0.0,0.0,0.0
NJ,07,02,100.0,0.0,0.0,0.0,0.0,0.0
NJ,07,03,100.0,0.0,0.0,0.0,0.0,0.0
NJ,07,04,100.0,0.0,0.0,0.0,0.0,0.0
NJ,07,05,100.0,0.0,0.0,0.0,0.0,0.0
NJ,07,06,100.0,0.0,0.0,0.0,0.0,0.0
NJ,07,07,90.8,9.2,0.0,0.0,0.0,0.0
NJ,07,08,74.0,26.0,3.5,0.0,0.0,0.0
NJ,07,09,67.3,32.7,3.9,0.0,0.0,0.0
NJ,07,10,45.9,54.1,22.5,0.0,0.0,0.0
NJ,07,11,55.8,44.2,0.0,0.0,0.0,0.0
NJ,07,12,88.4,11.6,0.0,0.0,0.0,0.0
NJ,08,01,96.6,3.4,0.0,0.0,0.0,0.0
NJ,08,02,99.4,0.6,0.0,0.0,0.0,0.0
NJ,08,03,100.0,0.0,0.0,0.0,0.0,0.0
NJ,08,04,100.0,0.0,0.0,0.0,0.0,0.0
NJ,08,05,100.0,0.0,0.0,0.0,0.0,0.0
NJ,08,06,88.5,11.5,0.0,0.0,0.0,0.0
NJ,08,07,60.3,39.7,0.0,0.0,0.0,0.0
NJ,08,08,55.5,44.5,0.0,0.0,0.0,0.0
NJ,08,09,42.8,57.2,3.4,0.0,0.0,0.0
NJ,08,10,62.3,37.7,0.0,0.0,0.0,0.0
NJ,08,11,72.3,27.7,0.0,0.0,0.0,0.0
NJ,08,12,100.0,0.0,0.0,0.0,0.0,0.0
NJ,09,01,100.0,0.0,0.0,0.0,0.0,0.0
NJ,09,02,100.0,0.0,0.0,0.0,0.0,0.0
NJ,09,03,60.0,40.0,0.0,0.0,0.0,0.0
NJ,09,04,0.0,100.0,0.0,0.0,0.0,0.0
NJ,09,05,78.9,21.1,0.0,0.0,0.0,0.0
NJ,09,06,89.3,10.7,0.0,0.0,0.0,0.0
NJ,09,07,100.0,0.0,0.0,0.0,0.0,0.0
NJ,09,08,100.0,0.0,0.0,0.0,0.0,0.0
NJ,09,09,100.0,0.0,0.0,0.0,0.0,0.0
NJ,09,10,100.0,0.0,0.0,0.0,0.0,0.0
NJ,09,11,100.0,0.0,0.0,0.0,0.0,0.0
NJ,09,12,100.0,0.0,0.0,0.0,0.0,0.0
NJ,10,01,100.0,0.0,0.0,0.0,0.0,0.0
NJ,10,02,100.0,0.0,0.0,0.0,0.0,0.0
NJ,10,03,100.0,0.0,0.0,0.0,0.0,0.0
NJ,10,04,100.0,0.0,0.0,0.0,0.0,0.0
NJ,10,05,100.0,0.0,0.0,0.0,0.0,0.0
NJ,10,06,75.0,25.0,0.0,0.0,0.0,0.0
NJ,10,07,4.5,95.5,45.1,0.0,0.0,0.0
NJ,10,08,11.3,88.7,41.8,0.0,0.0,0.0
NJ,10,09,0.3,99.7,80.5,27.5,0.0,0.0
NJ,10,10,46.3,53.7,18.8,0.0,0.0,0.0
NJ,10,11,81.7,18.3,0.0,0.0,0.0,0.0
NJ,10,12,95.4,4.6,0.0,0.0,0.0,0.0
NJ,11,01,100.0,0.0,0.0,0.0,0.0,0.0
NJ,11,02,94.4,5.6,0.0,0.0,0.0,0.0
NJ,11,03,97.8,2.2,0.0,0.0,0.0,0.0
NJ,11,04,100.0,0.0,0.0,0.0,0.0,0.0
NJ,11,05,100.0,0.0,0.0,0.0,0.0,0.0
NJ,11,06,80.9,19.1,0.0,0.0,0.0,0.0
NJ,11,07,91.8,8.2,0.0,0.0,0.0,0.0
NJ,11,08,98.7,1.3,0.0,0.0,0.0,0.0
NJ,11,09,100.0,0.0,0.0,0.0,0.0,0.0
NJ,11,10,100.0,0.0,0.0,0.0,0.0,0.0
NJ,11,11,100.0,0.0,0.0,0.0,0.0,0.0
NJ,11,12,100.0,0.0,0.0,0.0,0.0,0.0
NJ,12,01,99.7,0.3,0.0,0.0,0.0,0.0
NJ,12,02,98.4,1.6,0.0,0.0,0.0,0.0
NJ,12,03,49.2,50.8,0.0,0.0,0.0,0.0
NJ,12,04,0.0,100.0,75.4,0.0,0.0,0.0
NJ,12,05,0.0,100.0,57.4,0.0,0.0,0.0
NJ,12,06,78.8,21.2,2.7,0.0,0.0,0.0
NJ,12,07,58.9,41.1,0.0,0.0,0.0,0.0
NJ,12,08,82.2,17.8,0.0,0.0,0.0,0.0
NJ,12,09,99.9,0.1,0.0,0.0,0.0,0.0
NJ,12,10,99.9,0.1,0.0,0.0,0.0,0.0
NJ,12,11,100.0,0.0,0.0,0.0,0.0,0.0
NJ,12,12,100.0,0.0,0.0,0.0,0.0,0.0
NJ,13,01,100.0,0.0,0.0,0.0,0.0,0.0
NJ,13,02,100.0,0.0,0.0,0.0,0.0,0.0
NJ,13,03,100.0,0.0,0.0,0.0,0.0,0.0
NJ,13,04,91.4,8.6,0.0,0.0,0.0,0.0
NJ,13,05,82.9,17.1,0.0,0.0,0.0,0.0
NJ,13,06,99.2,0.8,0.0,0.0,0.0,0.0
NJ,13,07,100.0,0.0,0.0,0.0,0.0,0.0
NJ,13,08,100.0,0.0,0.0,0.0,0.0,0.0
NJ,13,09,99.8,0.2,0.0,0.0,0.0,0.0
NJ,13,10,71.7,28.3,0.2,0.0,0.0,0.0
NJ,13,11,36.4,63.6,18.7,0.0,0.0,0.0
NJ,13,12,39.8,60.2,24.9,0.0,0.0,0.0
NJ,14,01,92.1,7.9,0.9,0.0,0.0,0.0
NJ,14,02,100.0,0.0,0.0,0.0,0.0,0.0
NJ,14,03,100.0,0.0,0.0,0.0,0.0,0.0
NJ,14,04,100.0,0.0,0.0,0.0,0.0,0.0
NJ,14,05,100.0,0.0,0.0,0.0,0.0,0.0
NJ,14,06,100.0,0.0,0.0,0.0,0.0,0.0
NJ,14,07,100.0,0.0,0.0,0.0,0.0,0.0
NJ,14,08,99.6,0.4,0.0,0.0,0.0,0.0
NJ,14,09,67.0,33.0,0.0,0.0,0.0,0.0
NJ,14,10,58.2,41.8,0.9,0.0,0.0,0.0
NJ,14,11,58.3,41.7,0.0,0.0,0.0,0.0
NJ,14,12,86.6,13.4,0.0,0.0,0.0,0.0
NJ,15,01,93.1,6.9,0.0,0.0,0.0,0.0
NJ,15,02,93.1,6.9,0.0,0.0,0.0,0.0
NJ,15,03,93.0,7.0,0.0,0.0,0.0,0.0
NJ,15,04,93.0,7.0,0.0,0.0,0.0,0.0
NJ,15,05,46.2,53.8,10.2,0.0,0.0,0.0
NJ,15,06,63.3,36.7,3.5,0.0,0.0,0.0
NJ,15,07,100.0,0.0,0.0,0.0,0.0,0.0
NJ,15,08,71.4,28.6,0.0,0.0,0.0,0.0
NJ,15,09,12.5,87.5,22.4,0.0,0.0,0.0
NJ,15,10,63.7,36.3,17.6,0.0,0.0,0.0
NJ,15,11,63.7,36.3,17.6,0.0,0.0,0.0
NJ,15,12,59.6,40.4,15.5,0.0,0.0,0.0
NJ,16,01,79.7,20.3,2.4,0.0,0.0,0.0
NJ,16,02,99.1,0.9,0.0,0.0,0.0,0.0
NJ,16,03,100.0,0.0,0.0,0.0,0.0,0.0
NJ,16,04,76.4,23.6,0.0,0.0,0.0,0.0
NJ,16,05,52.3,47.7,0.0,0.0,0.0,0.0
NJ,16,06,46.4,53.6,29.0,0.0,0.0,0.0
NJ,16,07,30.9,69.1,38.5,0.0,0.0,0.0
NJ,16,08,54.7,45.3,16.6,0.0,0.0,0.0
NM,00,01,13.5,86.5,1.7,0.1,0.0,0.0
NM,00,02,0.6,99.4,24.6,1.3,0.0,0.0
NM,00,03,13.7,86.3,46.2,9.2,0.0,0.0
NM,00,04,32.9,67.1,39.1,16.0,0.0,0.0
NM,00,05,21.6,78.4,56.3,31.7,2.7,0.0
NM,00,06,2.9,97.1,71.0,50.8,9.6,0.0
NM,00,07,21.8,78.2,15.5,0.0,0.0,0.0
NM,00,08,44.2,55.8,8.7,0.6,0.0,0.0
NM,00,09,23.9,76.1,39.8,19.5,0.0,0.0
NM,00,10,20.1,80.0,50.9,24.0,0.2,0.0
NM,00,11,53.5,46.5,6.6,0.0,0.0,0.0
NM,00,12,56.3,43.7,6.4,0.0,0.0,0.0
NM,01,01,68.9,31.1,4.9,0.0,0.0,0.0
NM,01,02,79.4,20.6,0.0,0.0,0.0,0.0
NM,01,03,79.4,20.6,0.0,0.0,0.0,0.0
NM,01,04,79.4,20.6,0.0,0.0,0.0,0.0
NM,01,05,88.2,11.8,0.1,0.0,0.0,0.0
NM,01,06,89.0,11.0,1.9,0.0,0.0,0.0
NM,01,07,72.1,27.9,7.0,0.5,0.0,0.0
NM,01,08,72.7,27.3,9.4,1.8,0.0,0.0
NM,01,09,50.4,49.6,22.4,6.9,0.0,0.0
NM,01,10,40.1,59.9,32.1,9.4,0.0,0.0
NM,01,11,5.9,94.1,55.2,15.7,2.9,0.0
NM,01,12,10.4,89.6,58.0,15.0,2.0,0.0
NM,02,01,7.9,92.1,60.3,14.8,1.6,0.0
NM,02,02,8.1,91.9,66.7,5.2,0.4,0.0
NM,02,03,0.5,99.5,93.0,16.1,0.0,0.0
NM,02,04,1.5,98.5,90.0,69.3,10.7,0.0
NM,02,05,1.7,98.3,92.3,83.1,57.4,4.2
NM,02,06,0.0,100.0,99.8,92.8,76.6,17.2
NM,02,07,0.0,100.0,99.5,86.2,70.1,21.5
NM,02,08,0.0,100.0,93.0,47.9,30.2,13.7
NM,02,09,0.0,100.0,97.7,43.5,23.2,9.5
NM,02,10,0.0,100.0,99.5,27.1,12.3,0.1
NM,02,11,0.0,100.0,80.3,22.9,4.9,0.0
NM,02,12,5.9,94.1,75.9,20.6,3.0,0.0
NM,03,01,7.7,92.3,71.0,17.3,3.5,0.0
NM,03,02,5.1,94.9,69.7,18.7,4.8,0.0
NM,03,03,1.7,98.3,68.6,16.8,4.1,0.0
NM,03,04,0.0,100.0,72.7,18.4,1.7,0.0
NM,03,05,0.0,100.0,96.0,50.2,17.4,0.0
NM,03,06,0.0,100.0,94.9,57.8,24.3,0.1
NM,03,07,0.3,99.7,92.3,60.8,25.4,0.1
NM,03,08,0.0,100.0,100.0,84.0,29.8,0.0
NM,03,09,0.0,100.0,100.0,94.1,58.4,0.0
NM,03,10,0.0,100.0,100.0,94.6,66.7,3.1
NM,03,11,0.0,100.0,100.0,93.3,67.6,12.2
NM,03,12,0.0,100.0,100.0,95.9,69.1,16.7
NM,04,01,0.0,100.0,100.0,100.0,92.3,35.4
NM,04,02,0.0,100.0,100.0,100.0,91.9,36.4
NM,04,03,0.0,100.0,100.0,96.6,77.1,31.1
NM,04,04,0.5,99.5,78.8,52.9,14.3,0.0
NM,04,05,0.9,99.1,73.6,47.8,11.7,0.0
NM,04,06,0.0,100.0,80.4,48.2,11.4,0.0
NM,04,07,1.8,98.2,85.9,61.3,10.6,0.0
NM,04,08,13.1,86.9,72.1,55.0,8.6,0.0
NM,04,09,16.3,83.7,68.1,50.6,7.8,0.0
NM,04,10,25.1,74.9,64.8,44.7,13.0,0.0
NM,04,11,28.7,71.3,61.9,39.9,13.5,0.0
NM,04,12,30.6,69.5,61.1,37.1,12.9,0.0
NM,05,01,30.5,69.5,60.7,35.1,12.6,0.0
NM,05,02,31.5,68.5,54.1,24.5,9.7,0.0
NM,05,03,41.3,58.7,30.9,10.5,0.9,0.0
NM,05,04,57.4,42.6,22.4,4.6,0.0,0.0
NM,05,05,64.8,35.2,18.8,0.8,0.0,0.0
NM,05,06,64.8,35.2,17.6,0.0,0.0,0.0
NM,05,07,28.3,71.7,18.0,0.0,0.0,0.0
NM,05,08,21.1,78.9,28.4,0.0,0.0,0.0
NM,05,09,34.5,65.5,20.7,0.0,0.0,0.0
NM,05,10,31.6,68.4,17.3,0.0,0.0,0.0
NM,05,11,10.0,90.0,17.3,0.0,0.0,0.0
NM,05,12,3.0,97.0,22.1,0.0,0.0,0.0
NM,06,01,0.6,99.4,53.8,7.7,0.0,0.0
NM,06,02,0.0,100.0,100.0,41.1,6.3,0.0
NM,06,03,0.0,100.0,99.1,71.0,22.7,0.0
NM,06,04,0.6,99.4,96.7,77.2,27.7,0.0
NM,06,05,1.7,98.3,95.8,82.7,56.6,2.9
NM,06,06,0.0,100.0,99.5,91.1,60.6,2.7
NM,06,07,0.0,100.0,100.0,70.6,17.3,0.8
NM,06,08,13.6,86.4,45.3,4.9,0.0,0.0
NM,06,09,60.9,39.1,11.8,1.6,0.0,0.0
NM,06,10,75.7,24.3,6.6,0.5,0.0,0.0
NM,06,11,77.1,22.9,6.3,0.3,0.0,0.0
NM,06,12,51.9,48.2,6.2,0.3,0.0,0.0
NM,07,01,62.9,37.1,5.6,0.3,0.0,0.0
NM,07,02,83.2,16.8,5.5,0.3,0.0,0.0
NM,07,03,75.4,24.6,6.9,1.7,0.0,0.0
NM,07,04,71.7,28.3,9.8,5.0,0.0,0.0
NM,07,05,71.9,28.1,10.0,5.1,0.0,0.0
NM,07,06,69.8,30.2,9.7,5.1,0.0,0.0
NM,07,07,70.9,29.1,9.7,5.1,0.0,0.0
NM,07,08,81.1,18.9,3.5,0.0,0.0,0.0
NM,07,09,88.8,11.2,0.0,0.0,0.0,0.0
NM,07,10,83.1,16.9,0.0,0.0,0.0,0.0
NM,07,11,69.5,30.5,0.3,0.0,0.0,0.0
NM,07,12,59.2,40.8,1.1,0.0,0.0,0.0
NM,08,01,58.6,41.4,2.9,0.0,0.0,0.0
NM,08,02,45.1,54.9,3.7,0.0,0.0,0.0
NM,08,03,40.8,59.2,13.7,0.0,0.0,0.0
NM,08,04,29.7,70.3,47.9,10.8,0.0,0.0
NM,08,05,28.6,71.4,47.2,8.4,0.6,0.0
NM,08,06,24.4,75.6,56.6,28.1,8.2,0.3
NM,08,07,26.9,73.1,39.4,19.2,6.3,0.3
NM,08,08,64.6,35.4,5.9,1.2,0.2,0.0
NM,08,09,70.2,29.8,1.8,0.1,0.0,0.0
NM,08,10,78.1,21.9,1.5,0.0,0.0,0.0
NM,08,11,70.7,29.3,1.5,0.0,0.0,0.0
NM,08,12,62.2,37.8,1.5,0.0,0.0,0.0
NM,09,01,70.7,29.3,1.5,0.0,0.0,0.0
NM,09,02,53.5,46.5,1.8,0.0,0.0,0.0
NM,09,03,44.4,55.6,23.1,0.0,0.0,0.0
NM,09,04,31.6,68.4,33.9,10.0,0.0,0.0
NM,09,05,26.0,74.0,42.6,16.9,0.0,0.0
NM,09,06,38.6,61.4,34.8,8.6,0.0,0.0
NM,09,07,59.3,40.7,18.4,2.9,0.0,0.0
NM,09,08,63.1,36.9,8.7,0.0,0.0,0.0
NM,09,09,62.8,37.2,7.5,0.0,0.0,0.0
NM,09,10,71.0,29.0,4.9,1.9,0.0,0.0
NM,09,11,67.9,32.1,7.0,2.4,0.0,0.0
NM,09,12,56.9,43.1,10.1,2.6,0.0,0.0
NM,10,01,38.1,61.9,9.9,2.1,0.0,0.0
NM,10,02,55.3,44.7,0.3,0.0,0.0,0.0
NM,10,03,73.6,26.4,0.0,0.0,0.0,0.0
NM,10,04,79.1,20.9,0.0,0.0,0.0,0.0
NM,10,05,82.2,17.8,0.0,0.0,0.0,0.0
